sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
1.042;580;;1000rounds;Yes;Yes;2;0.52768;0.55084;0.00000;0.09174;1.07852;shimizu_agent@0;TitForTatAgent@1;0.9358368509125479;0.8965005194049658;0.5508369370194742;0.5276834307858924;0.5508369370194742;0.0;0.0;0.0;0.5508369370194742;0.5276834307858924;Domain16_util2.xml;Domain16_util6.xml
0.029;50;;1000rounds;Yes;Yes;2;0.87836;0.95082;0.00000;0.06440;1.82918;shimizu_agent@2;TitForTatAgent@3;0.9944334044185239;0.9186594987563379;0.9508152169280688;0.8783649329477086;0.9508152169280688;0.0;0.0;0.0;0.9508152169280688;0.8783649329477086;Domain16_util1.xml;Domain16_util6.xml
0.262;496;;1000rounds;Yes;Yes;2;0.54515;0.60474;0.00000;0.03317;1.14989;shimizu_agent@4;TimeDependentAgent@5;0.951376142639536;0.8576238759054109;0.6047400559722417;0.5451466433446973;0.6047400559722417;0.0;0.0;0.0;0.6047400559722417;0.5451466433446973;Domain16_util2.xml;Domain16_util6.xml
0.090;190;;1000rounds;Yes;Yes;2;0.81149;0.83114;0.00000;0.01935;1.64263;shimizu_agent@6;TimeDependentAgent@7;0.9881200681371981;0.964760267620042;0.8311400183270088;0.8114913281971281;0.8311400183270088;0.0;0.0;0.0;0.8311400183270088;0.8114913281971281;Domain16_util1.xml;Domain16_util6.xml
0.044;65;;1000rounds;Yes;Yes;2;0.75891;0.93671;0.00000;0.19619;1.69561;shimizu_agent@8;RandomAgent@9;0.9932229277707123;0.8046942238536783;0.9367075452260175;0.7589063139886982;0.9367075452260175;0.0;0.0;0.0;0.9367075452260175;0.7589063139886982;Domain16_util2.xml;Domain16_util6.xml
0.001;2;;1000rounds;Yes;Yes;2;0.83831;0.99909;0.00000;0.14595;1.83739;shimizu_agent@10;RandomAgent@11;0.9999999999999996;0.8390728174451942;0.9990850434716988;0.838305102293153;0.9990850434716988;0.0;0.0;0.0;0.9990850434716988;0.838305102293153;Domain16_util1.xml;Domain16_util6.xml
0.565;700;;1000rounds;Yes;Yes;2;0.45229;0.50173;0.00000;0.06014;0.95402;shimizu_agent@12;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@13;0.951376142639536;0.8576238759054109;0.5017300035258629;0.45228759792951784;0.5017300035258629;0.45228759792951784;0.0;0.0;0.5017300035258629;0.45228759792951784;Domain16_util2.xml;Domain16_util6.xml
0.240;386;;1000rounds;Yes;Yes;2;0.64580;0.69907;0.00000;0.04542;1.34488;shimizu_agent@14;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@15;0.9944334044185239;0.9186594987563379;0.6990719151946343;0.6458039848157107;0.6990719151946343;0.6458039848157107;0.0;0.0;0.6990719151946343;0.6458039848157107;Domain16_util1.xml;Domain16_util6.xml
0.252;484;;1000rounds;Yes;Yes;2;0.52168;0.62169;0.00000;0.01215;1.14337;shimizu_agent@16;TitForTatAgent@17;0.9673639260100955;0.8117377327368888;0.6216942875907473;0.5216782411411958;0.6216942875907473;0.0;0.0;0.0;0.6216942875907473;0.5216782411411958;Domain16_util2.xml;Domain16_util5.xml
0.060;114;;1000rounds;Yes;Yes;2;0.83510;0.89039;0.00000;0.05013;1.72549;shimizu_agent@18;TitForTatAgent@19;0.9874247177506319;0.9261057553616229;0.8903929155001845;0.8350996169676432;0.8903929155001845;0.0;0.0;0.0;0.8903929155001845;0.8350996169676432;Domain16_util1.xml;Domain16_util5.xml
