sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
1.088;952;;1000rounds;Yes;Yes;2;0.36310;0.38902;0.01017;0.05576;0.75212;shimizu_agent@2;shimizu_agent@3;0.9290327677383023;0.8671452813917148;0.389016611657995;0.36310228325256066;0.389016611657995;0.36310228325256066;0.0;0.0;0.389016611657995;0.36310228325256066;Domain16_util2.xml;Domain16_util6.xml
0.315;427;;1000rounds;Yes;Yes;2;0.65954;0.66521;0.00000;0.09865;1.32475;shimizu_agent@4;shimizu_agent@5;0.9740854847492526;0.9824528492893013;0.6595443149032358;0.6652097804085889;0.6595443149032358;0.6652097804085889;0.0;0.0;0.6595443149032358;0.6652097804085889;Domain16_util1.xml;Domain16_util6.xml
0.373;580;;1000rounds;Yes;Yes;2;0.52768;0.55084;0.00000;0.09174;1.07852;shimizu_agent@6;TitForTatAgent@7;0.9358368509125479;0.8965005194049658;0.5508369370194742;0.5276834307858924;0.5508369370194742;0.0;0.0;0.0;0.5508369370194742;0.5276834307858924;Domain16_util2.xml;Domain16_util6.xml
0.023;50;;1000rounds;Yes;Yes;2;0.87836;0.95082;0.00000;0.06440;1.82918;shimizu_agent@8;TitForTatAgent@9;0.9944334044185239;0.9186594987563379;0.9508152169280688;0.8783649329477086;0.9508152169280688;0.0;0.0;0.0;0.9508152169280688;0.8783649329477086;Domain16_util1.xml;Domain16_util6.xml
0.250;496;;1000rounds;Yes;Yes;2;0.54515;0.60474;0.00000;0.03317;1.14989;shimizu_agent@10;TimeDependentAgent@11;0.951376142639536;0.8576238759054109;0.6047400559722417;0.5451466433446973;0.6047400559722417;0.0;0.0;0.0;0.6047400559722417;0.5451466433446973;Domain16_util2.xml;Domain16_util6.xml
0.095;190;;1000rounds;Yes;Yes;2;0.81149;0.83114;0.00000;0.01935;1.64263;shimizu_agent@12;TimeDependentAgent@13;0.9881200681371981;0.964760267620042;0.8311400183270088;0.8114913281971281;0.8311400183270088;0.0;0.0;0.0;0.8311400183270088;0.8114913281971281;Domain16_util1.xml;Domain16_util6.xml
0.036;57;;1000rounds;Yes;Yes;2;0.76448;0.94359;0.00000;0.19763;1.70808;shimizu_agent@14;RandomAgent@15;0.9932229277707123;0.8046942238536783;0.9435922347852536;0.7644841855484876;0.9435922347852536;0.0;0.0;0.0;0.9435922347852536;0.7644841855484876;Domain16_util2.xml;Domain16_util6.xml
0.002;3;;1000rounds;Yes;Yes;2;0.83754;0.99817;0.00000;0.14581;1.83571;shimizu_agent@16;RandomAgent@17;0.9999999999999996;0.8390728174451942;0.9981709240888468;0.8375380895671022;0.9981709240888468;0.0;0.0;0.0;0.9981709240888468;0.8375380895671022;Domain16_util1.xml;Domain16_util6.xml
0.602;700;;1000rounds;Yes;Yes;2;0.45229;0.50173;0.00000;0.06014;0.95402;shimizu_agent@18;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@19;0.951376142639536;0.8576238759054109;0.5017300035258629;0.45228759792951784;0.5017300035258629;0.45228759792951784;0.0;0.0;0.5017300035258629;0.45228759792951784;Domain16_util2.xml;Domain16_util6.xml
0.239;386;;1000rounds;Yes;Yes;2;0.64580;0.69907;0.00000;0.04542;1.34488;shimizu_agent@20;boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@21;0.9944334044185239;0.9186594987563379;0.6990719151946343;0.6458039848157107;0.6990719151946343;0.6458039848157107;0.0;0.0;0.6990719151946343;0.6458039848157107;Domain16_util1.xml;Domain16_util6.xml
1.018;953;;1000rounds;Yes;Yes;2;0.37170;0.37906;0.00583;0.10046;0.75075;shimizu_agent@22;shimizu_agent@23;0.9060742874911862;0.8884875566899714;0.37905600260670363;0.3716985971837034;0.37905600260670363;0.3716985971837034;0.0;0.0;0.37905600260670363;0.3716985971837034;Domain16_util2.xml;Domain16_util5.xml
0.603;855;;1000rounds;Yes;Yes;2;0.43852;0.44546;0.00000;0.07067;0.88398;shimizu_agent@24;shimizu_agent@25;0.9582739740541281;0.973443395094575;0.43851901212743655;0.4454607424773273;0.43851901212743655;0.4454607424773273;0.0;0.0;0.43851901212743655;0.4454607424773273;Domain16_util1.xml;Domain16_util5.xml
0.261;484;;1000rounds;Yes;Yes;2;0.52168;0.62169;0.00000;0.01215;1.14337;shimizu_agent@26;TitForTatAgent@27;0.9673639260100955;0.8117377327368888;0.6216942875907473;0.5216782411411958;0.6216942875907473;0.0;0.0;0.0;0.6216942875907473;0.5216782411411958;Domain16_util2.xml;Domain16_util5.xml
