1,1,9.99000999000999E-4,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
1,2,9.99000999000999E-4,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
2,1,0.001998001998001998,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
2,2,0.001998001998001998,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
3,1,0.002997002997002997,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
3,2,0.002997002997002997,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
4,1,0.003996003996003996,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
4,2,0.003996003996003996,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
5,1,0.004995004995004995,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
5,2,0.004995004995004995,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
6,1,0.005994005994005994,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
6,2,0.005994005994005994,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
7,1,0.006993006993006993,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
7,2,0.006993006993006993,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
8,1,0.007992007992007992,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
8,2,0.007992007992007992,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
9,1,0.008991008991008992,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
9,2,0.008991008991008992,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
10,1,0.00999000999000999,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
10,2,0.00999000999000999,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
11,1,0.01098901098901099,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
11,2,0.01098901098901099,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
12,1,0.011988011988011988,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
12,2,0.011988011988011988,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
13,1,0.012987012987012988,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
13,2,0.012987012987012988,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
14,1,0.013986013986013986,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
14,2,0.013986013986013986,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
15,1,0.014985014985014986,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
15,2,0.014985014985014986,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
16,1,0.015984015984015984,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
16,2,0.015984015984015984,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
17,1,0.016983016983016984,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
17,2,0.016983016983016984,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
18,1,0.017982017982017984,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
18,2,0.017982017982017984,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
19,1,0.01898101898101898,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
19,2,0.01898101898101898,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
20,1,0.01998001998001998,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
20,2,0.01998001998001998,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
21,1,0.02097902097902098,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
21,2,0.02097902097902098,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
22,1,0.02197802197802198,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
22,2,0.02197802197802198,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
23,1,0.022977022977022976,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
23,2,0.022977022977022976,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
24,1,0.023976023976023976,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
24,2,0.023976023976023976,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
25,1,0.024975024975024976,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
25,2,0.024975024975024976,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
26,1,0.025974025974025976,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
26,2,0.025974025974025976,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
27,1,0.026973026973026972,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
27,2,0.026973026973026972,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
28,1,0.027972027972027972,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
28,2,0.027972027972027972,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
29,1,0.028971028971028972,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
29,2,0.028971028971028972,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
30,1,0.029970029970029972,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
30,2,0.029970029970029972,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
31,1,0.030969030969030968,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
31,2,0.030969030969030968,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
32,1,0.03196803196803197,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
32,2,0.03196803196803197,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
33,1,0.03296703296703297,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
33,2,0.03296703296703297,BoulwareNegotiationParty@1,(Offer  bid:Bid[Pie: a0])
34,1,0.03396603396603397,shimizu_agent@0,(Offer  bid:Bid[Pie: a1000])
